page_num,block_num,line_num,text,font_size,font_name,is_bold,is_italic,is_superscript,position_x,position_y,line_width,line_height,page_width,page_height,char_count,word_count,horizontal_position,relative_x,relative_y,distance_from_left,distance_from_right,distance_from_top,distance_from_bottom,is_all_caps,is_title_case,has_numbers,starts_with_number,space_above,space_below,font_size_ratio,is_largest_font,is_above_avg_font,preservation_reason
1,0,0,Ontario’s Libraries,15.960000038146973,Arial-Black,False,False,False,95.44059753417969,72.08401489257812,143.2026824951172,22.487640380859375,612.0,792.0,19,2,left,0.15594868878133936,0.09101517031891178,95.44059753417969,373.3567199707031,72.08401489257812,719.9159851074219,False,False,False,False,72.08401489257812,0.063812255859375,0.4981273277808297,False,True,font_ratio
1,0,1,Working Together,15.960000038146973,Arial-Black,False,False,False,95.44059753417969,94.63546752929688,139.92929077148438,22.487640380859375,612.0,792.0,16,2,left,0.15594868878133936,0.11948922667840514,95.44059753417969,376.63011169433594,94.63546752929688,697.3645324707031,False,True,False,False,0.063812255859375,39.64918518066406,0.4981273277808297,False,True,font_ratio
1,1,0,RFP: R,32.040000915527344,Arial-Black,False,False,False,90.02429962158203,156.7722930908203,103.71672821044922,45.14436340332031,612.0,792.0,6,2,left,0.14709852879343469,0.1979448145086115,90.02429962158203,418.25897216796875,156.7722930908203,635.2277069091797,True,False,False,False,39.64918518066406,-45.40071105957031,1.0,True,True,font_ratio
1,1,1,RFP: R,32.040000915527344,Arial-Black,False,False,False,90.05634307861328,156.5159454345703,103.71672821044922,45.14436340332031,612.0,792.0,6,2,left,0.14715088738335502,0.19762114322546756,90.05634307861328,418.2269287109375,156.5159454345703,635.4840545654297,True,False,False,False,-45.40071105957031,-44.88801574707031,1.0,True,True,font_ratio
1,1,2,RFP: R,32.040000915527344,Arial-Black,False,False,False,90.28062438964844,156.7722930908203,103.71672058105469,45.14436340332031,612.0,792.0,6,2,left,0.14751736011380465,0.1979448145086115,90.28062438964844,418.0026550292969,156.7722930908203,635.2277069091797,True,False,False,False,-44.88801574707031,-45.40071105957031,1.0,True,True,font_ratio
1,1,3,RFP: Request f,32.040000915527344,Arial-Black,False,False,False,90.31266784667969,156.5159454345703,225.7666473388672,45.40071105957031,612.0,792.0,14,3,left,0.14756971870372498,0.19762114322546756,90.31266784667969,295.9206848144531,156.5159454345703,635.4840545654297,False,False,False,False,-45.40071105957031,-45.40071105957031,1.0,True,True,font_ratio
1,1,4,quest f,32.040000915527344,Arial-Black,False,False,False,209.4694366455078,156.5159454345703,106.67396545410156,45.14436340332031,612.0,792.0,7,2,middle,0.34227032131618923,0.19762114322546756,209.4694366455078,295.8565979003906,156.5159454345703,635.4840545654297,False,False,False,False,-45.40071105957031,-44.88801574707031,1.0,True,True,font_ratio
1,1,5,quest f,32.040000915527344,Arial-Black,False,False,False,209.66168212890625,156.7722930908203,106.67398071289062,45.14436340332031,612.0,792.0,7,2,middle,0.34258444792304943,0.1979448145086115,209.66168212890625,295.6643371582031,156.7722930908203,635.2277069091797,False,False,False,False,-44.88801574707031,-45.40071105957031,1.0,True,True,font_ratio
1,1,6,quest for Pr,32.040000915527344,Arial-Black,False,False,False,209.66168212890625,156.5159454345703,177.45355224609375,45.40071105957031,612.0,792.0,12,3,middle,0.34258444792304943,0.19762114322546756,209.66168212890625,224.884765625,156.5159454345703,635.4840545654297,False,False,False,False,-45.40071105957031,-45.40071105957031,1.0,True,True,font_ratio
1,1,7,r Pr,32.040000915527344,Arial-Black,False,False,False,332.1506042480469,156.5159454345703,55.060760498046875,45.14436340332031,612.0,792.0,4,2,center,0.5427297455033445,0.19762114322546756,332.1506042480469,224.78863525390625,156.5159454345703,635.4840545654297,False,False,False,False,-45.40071105957031,-44.88801574707031,1.0,True,True,font_ratio
1,1,8,r Pr,32.040000915527344,Arial-Black,False,False,False,332.310791015625,156.7722930908203,55.060760498046875,45.14436340332031,612.0,792.0,4,2,center,0.5429914885876226,0.1979448145086115,332.310791015625,224.62844848632812,156.7722930908203,635.2277069091797,False,False,False,False,-44.88801574707031,-45.40071105957031,1.0,True,True,font_ratio
1,1,9,r Proposal,32.040000915527344,Arial-Black,False,False,False,332.34283447265625,156.5159454345703,156.69161987304688,45.40071105957031,612.0,792.0,10,2,center,0.5430438471775428,0.19762114322546756,332.34283447265625,122.96554565429688,156.5159454345703,635.4840545654297,False,False,False,False,-45.40071105957031,-45.40071105957031,1.0,True,True,font_ratio
1,1,10,oposal,32.040000915527344,Arial-Black,False,False,False,385.3690490722656,156.5159454345703,112.0374755859375,45.14436340332031,612.0,792.0,6,1,middle,0.6296879886801726,0.19762114322546756,385.3690490722656,114.59347534179688,156.5159454345703,635.4840545654297,False,False,False,False,-45.40071105957031,-44.88801574707031,1.0,True,True,font_ratio
1,1,11,oposal,32.040000915527344,Arial-Black,False,False,False,385.52923583984375,156.7722930908203,103.76153564453125,45.14436340332031,612.0,792.0,6,1,middle,0.6299497317644506,0.1979448145086115,385.52923583984375,122.709228515625,156.7722930908203,635.2277069091797,False,False,False,False,-44.88801574707031,-45.40071105957031,1.0,True,True,font_ratio
1,1,12,oposal,32.040000915527344,Arial-Black,False,False,False,385.561279296875,156.5159454345703,103.76153564453125,45.14436340332031,612.0,792.0,6,1,middle,0.6300020903543709,0.19762114322546756,385.561279296875,122.67718505859375,156.5159454345703,635.4840545654297,False,False,False,False,-45.40071105957031,46.73968505859375,1.0,True,True,font_ratio
1,2,0,To Present a Proposal for Developing,24.0,ArialMT,False,False,False,131.80059814453125,248.39999389648438,350.26092529296875,26.78399658203125,612.0,792.0,36,6,left,0.21536045448452817,0.3136363559299045,131.80059814453125,129.9384765625,248.39999389648438,543.6000061035156,False,False,False,False,46.73968505859375,0.816009521484375,0.7490636490078573,False,True,font_ratio
1,2,1,the Business Plan for the Ontario,24.0,ArialMT,False,False,False,131.80059814453125,276.0,308.7720947265625,26.78399658203125,612.0,792.0,33,6,left,0.21536045448452817,0.3484848484848485,131.80059814453125,171.42730712890625,276.0,516.0,False,False,False,False,0.816009521484375,0.816009521484375,0.7490636490078573,False,True,font_ratio
1,2,2,Digital Library,24.0,ArialMT,False,False,False,131.80059814453125,303.6000061035156,130.346435546875,26.78399658203125,612.0,792.0,15,2,left,0.21536045448452817,0.38333334103979244,131.80059814453125,349.85296630859375,303.6000061035156,488.3999938964844,False,True,False,False,0.816009521484375,12.079803466796875,0.7490636490078573,False,True,font_ratio
1,3,0,"March 21, 2003",20.040000915527344,ArialMT,False,False,False,238.2406005859375,342.46380615234375,141.15365600585938,22.364654541015625,612.0,792.0,14,3,middle,0.3892820271012051,0.4324037956468987,238.2406005859375,232.60574340820312,342.46380615234375,449.53619384765625,False,True,True,False,12.079803466796875,329.4356384277344,0.6254681754960714,False,True,font_ratio
2,0,0,Ontario’s Digital Library,20.040000915527344,Arial-Black,False,False,False,90.04060363769531,88.59601593017578,230.00498962402344,28.236358642578125,612.0,792.0,25,3,left,0.1471251693426394,0.11186365647749467,90.04060363769531,291.95440673828125,88.59601593017578,703.4039840698242,False,False,False,False,88.59601593017578,3.4837112426757812,0.6254681754960714,False,True,font_ratio
2,1,0,A Critical Component for Implementing Ontario’s Road Map to,15.960000038146973,ArialMT,False,False,False,90.04060363769531,120.31608581542969,394.8966522216797,17.811355590820312,612.0,792.0,59,9,left,0.1471251693426394,0.15191424976695667,90.04060363769531,127.062744140625,120.31608581542969,671.6839141845703,False,False,False,False,3.4837112426757812,0.5426483154296875,0.4981273277808297,False,True,font_ratio
2,1,1,Prosperity Strategy,15.960000038146973,ArialMT,False,False,False,90.04060363769531,138.6700897216797,124.45451354980469,17.811355590820312,612.0,792.0,19,2,left,0.1471251693426394,0.17508849712333294,90.04060363769531,397.5048828125,138.6700897216797,653.3299102783203,False,True,False,False,0.5426483154296875,39.23854064941406,0.4981273277808297,False,True,font_ratio
2,2,0,Summary,12.0,Arial-Black,False,False,False,96.04060363769531,195.71998596191406,62.70001220703125,16.907989501953125,612.0,792.0,7,1,left,0.15692909091126686,0.24712119439635613,96.04060363769531,453.25938415527344,195.71998596191406,596.2800140380859,False,True,False,False,39.23854064941406,15.940826416015625,0.37453182450392863,False,True,font_ratio
2,8,3,"April 21, 2003.",11.039999961853027,Arial-BoldItalicMT,True,True,False,96.03964233398438,580.1654052734375,73.29681396484375,12.3206787109375,612.0,792.0,15,3,left,0.15692752015356923,0.7325320773654513,96.03964233398438,442.6635437011719,580.1654052734375,211.8345947265625,False,True,True,False,0.27593994140625,12.39788818359375,0.34456927735300974,False,True,bold
3,2,0,Background,12.0,Arial-Black,False,False,False,96.04060363769531,206.1599884033203,78.04441833496094,16.907989501953125,612.0,792.0,10,1,left,0.15692909091126686,0.260303015660758,96.04060363769531,437.91497802734375,206.1599884033203,585.8400115966797,False,True,False,False,21.072494506835938,16.060821533203125,0.37453182450392863,False,True,font_ratio
4,3,0,Equitable access for all Ontarians:,11.039999961853027,Arial-BoldItalicMT,True,True,False,90.0327377319336,349.03662109375,174.6825942993164,12.320648193359375,612.0,792.0,35,5,left,0.14711231655544704,0.4407028044113005,90.0327377319336,347.28466796875,349.03662109375,442.96337890625,False,False,False,False,12.276458740234375,12.397918701171875,0.34456927735300974,False,True,bold
4,6,0,Shared decision-making and accountability:,11.039999961853027,Arial-BoldItalicMT,True,True,False,90.0327377319336,448.2641296386719,223.06311798095703,12.320648193359375,612.0,792.0,42,4,left,0.14711231655544704,0.5659900626750908,90.0327377319336,298.9041442871094,448.2641296386719,343.7358703613281,False,False,False,False,12.276458740234375,12.397918701171875,0.34456927735300974,False,True,bold
4,9,0,Shared governance structure:,11.039999961853027,Arial-BoldItalicMT,True,True,False,90.0327377319336,547.4916381835938,152.64461517333984,12.3206787109375,612.0,792.0,28,3,left,0.14711231655544704,0.691277320938881,90.0327377319336,369.32264709472656,547.4916381835938,244.50836181640625,False,False,False,False,12.27642822265625,12.39788818359375,0.34456927735300974,False,True,bold
4,12,0,Shared funding:,11.039999961853027,Arial-BoldItalicMT,True,True,False,90.0327377319336,621.4044799804688,83.73505401611328,12.3206787109375,612.0,792.0,15,2,left,0.14711231655544704,0.7846016161369554,90.0327377319336,438.2322082519531,621.4044799804688,170.59552001953125,False,False,False,False,12.27642822265625,12.39788818359375,0.34456927735300974,False,True,bold
5,0,0,Local points of entry:,11.039999961853027,Arial-BoldItalicMT,True,True,False,89.99970245361328,72.10939025878906,109.4560775756836,12.320693969726562,612.0,792.0,22,4,left,0.14705833734250537,0.09104720992271347,89.99970245361328,412.5442199707031,72.10939025878906,719.8906097412109,False,False,False,False,72.10939025878906,13.005111694335938,0.34456927735300974,False,True,bold
5,3,0,Access:,11.039999961853027,Arial-BoldItalicMT,True,True,False,89.99970245361328,173.2799835205078,45.237510681152344,12.320632934570312,612.0,792.0,7,1,left,0.14705833734250537,0.21878785798043915,89.99970245361328,476.7627868652344,173.2799835205078,618.7200164794922,False,True,False,False,13.005111694335938,0.3974456787109375,0.34456927735300974,False,True,bold
5,5,0,Guidance and Advice:,11.039999961853027,Arial-BoldItalicMT,True,True,False,89.99970245361328,249.23524475097656,118.70980072021484,12.320632934570312,612.0,792.0,20,3,left,0.14705833734250537,0.31469096559466736,89.99970245361328,403.2904968261719,249.23524475097656,542.7647552490234,False,False,False,False,13.005111694335938,0.275970458984375,0.34456927735300974,False,True,bold
5,6,3,Training:,11.039999961853027,Arial-BoldItalicMT,True,True,False,89.99970245361328,299.74322509765625,50.158042907714844,12.320648193359375,612.0,792.0,9,1,left,0.14705833734250537,0.3784636680525963,89.99970245361328,471.8422546386719,299.74322509765625,492.25677490234375,False,True,False,False,0.2760009765625,0.397430419921875,0.34456927735300974,False,True,bold
5,8,0,Provincial Purchasing & Licensing:,11.039999961853027,Arial-BoldItalicMT,True,True,False,89.99970245361328,350.3836975097656,187.62923431396484,12.320648193359375,612.0,792.0,34,4,left,0.14705833734250537,0.4424036584719263,89.99970245361328,334.3710632324219,350.3836975097656,441.6163024902344,False,True,False,False,13.005096435546875,0.2760009765625,0.34456927735300974,False,True,bold
