page_num,block_num,line_num,text,font_size,font_name,is_bold,is_italic,is_superscript,position_x,position_y,line_width,line_height,page_width,page_height,char_count,word_count,horizontal_position,relative_x,relative_y,distance_from_left,distance_from_right,distance_from_top,distance_from_bottom,is_all_caps,is_title_case,has_numbers,starts_with_number,space_above,space_below,font_size_ratio,is_largest_font,is_above_avg_font,preservation_reason
1,1,0,Education,11.9552001953125,CMCSC10,False,False,False,36.0,80.40478515625,62.860443115234375,11.9552001953125,612.0,792.0,9,1,left,0.058823529411764705,0.10152119337910354,36.0,513.1395568847656,80.40478515625,711.59521484375,False,True,False,False,12.270263671875,9.371231079101562,0.4823154089556148,False,True,font_ratio
1,2,0,Pune Institute of Computer Technology,10.909099578857422,CMBX10,True,False,False,46.79999923706055,101.73121643066406,219.64384841918945,10.909095764160156,612.0,792.0,37,5,left,0.07647058698866102,0.12844850559427282,46.79999923706055,345.55615234375,101.73121643066406,690.2687835693359,False,False,False,False,9.371231079101562,-10.909095764160156,0.4401119796201462,False,True,font_ratio
1,2,1,2027,10.909099578857422,CMR10,False,False,False,548.781982421875,101.73121643066406,21.818115234375,10.909095764160156,612.0,792.0,4,1,right,0.8967025856566585,0.12844850559427282,548.781982421875,41.39990234375,101.73121643066406,690.2687835693359,False,False,True,True,-10.909095764160156,3.3796310424804688,0.4401119796201462,False,True,font_ratio
1,3,0,Abhinav College Karjat,10.909099578857422,CMBX10,True,False,False,46.79998779296875,133.8902130126953,130.5819549560547,10.909103393554688,612.0,792.0,22,3,left,0.07647056828916463,0.16905329925845367,46.79998779296875,434.61805725097656,133.8902130126953,658.1097869873047,False,True,False,False,7.9076690673828125,-10.909103393554688,0.4401119796201462,False,True,font_ratio
1,3,1,2023,10.909099578857422,CMR10,False,False,False,548.781982421875,133.8902130126953,21.818115234375,10.909103393554688,612.0,792.0,4,1,right,0.8967025856566585,0.16905329925845367,548.781982421875,41.39990234375,133.8902130126953,658.1097869873047,False,False,True,True,-10.909103393554688,3.3796234130859375,0.4401119796201462,False,True,font_ratio
1,4,0,St Joseph High School New Panvel,10.909099578857422,CMBX10,True,False,False,46.800018310546875,166.04920959472656,193.32020568847656,10.909103393554688,612.0,792.0,32,6,left,0.07647061815448836,0.20965809292263454,46.800018310546875,371.87977600097656,166.04920959472656,625.9507904052734,False,True,False,False,7.9076690673828125,-10.909103393554688,0.4401119796201462,False,True,font_ratio
1,4,1,2021,10.909099578857422,CMR10,False,False,False,548.781982421875,166.04920959472656,21.818115234375,10.909103393554688,612.0,792.0,4,1,right,0.8967025856566585,0.20965809292263454,548.781982421875,41.39990234375,166.04920959472656,625.9507904052734,False,False,True,True,-10.909103393554688,3.3805999755859375,0.4401119796201462,False,True,font_ratio
1,5,0,Experience,11.9552001953125,CMCSC10,False,False,False,35.99993896484375,196.47381591796875,68.08486938476562,11.9552001953125,612.0,792.0,10,1,left,0.058823429681117236,0.2480729998964252,35.99993896484375,507.9151916503906,196.47381591796875,595.5261840820312,False,True,False,False,6.17230224609375,9.371170043945312,0.4823154089556148,False,True,font_ratio
1,6,0,Spring Boot Developer Intern,10.909099578857422,CMBX10,True,False,False,46.79999923706055,217.80018615722656,164.6074562072754,10.909103393554688,612.0,792.0,28,4,left,0.07647058698866102,0.2750002350470032,46.79999923706055,400.59254455566406,217.80018615722656,574.1998138427734,False,True,False,False,9.371170043945312,-10.909103393554688,0.4401119796201462,False,True,font_ratio
1,6,1,May 2025 - PRESENT,10.909099578857422,CMR10,False,False,False,460.9029846191406,217.80018615722656,109.71279907226562,10.909103393554688,612.0,792.0,18,4,right,0.7531094519920598,0.2750002350470032,460.9029846191406,41.38421630859375,217.80018615722656,574.1998138427734,False,False,True,False,-10.909103393554688,3.3796234130859375,0.4401119796201462,False,True,font_ratio
