page_num,block_num,line_num,text,font_size,font_name,is_bold,is_italic,is_superscript,position_x,position_y,line_width,line_height,page_width,page_height,char_count,word_count,horizontal_position,relative_x,relative_y,distance_from_left,distance_from_right,distance_from_top,distance_from_bottom,is_all_caps,is_title_case,has_numbers,starts_with_number,space_above,space_below,font_size_ratio,is_largest_font,is_above_avg_font,preservation_reason
1,0,0,A Historical Journey Through the South of France,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,256.89599609375,14.784004211425781,612.0,792.0,48,8,left,0.11764705882352941,0.09093939655959005,72.0,283.10400390625,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,10.356010437011719,1.0,True,True,bold
1,1,0,Introduction,12.0,AdobeClean-Bold,True,False,False,72.0,97.16401672363281,67.71600341796875,14.784004211425781,612.0,792.0,12,1,left,0.11764705882352941,0.12268183929751618,72.0,472.28399658203125,97.16401672363281,694.8359832763672,False,True,False,False,10.356010437011719,10.2960205078125,1.0,True,True,bold
2,0,0,Marseille: The Oldest City in France,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,186.57598876953125,14.784004211425781,612.0,792.0,36,6,left,0.11764705882352941,0.09093939655959005,72.0,353.42401123046875,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
2,3,1,"Old Port (Vieux-Port) : The heart of Marseille, the Old Port has been a bustling harbor",12.0,AdobeClean-Bold,True,False,False,108.0,181.5240020751953,432.37347412109375,14.8800048828125,612.0,792.0,87,16,left,0.17647058823529413,0.2291969723171658,108.0,71.62652587890625,181.5240020751953,610.4759979248047,False,False,False,False,-15.112503051757812,2.3399810791015625,1.0,True,True,bold
2,4,1,"Basilica of Notre-Dame de la Garde : This iconic basilica, perched on a hill",12.0,AdobeClean-Bold,True,False,False,108.0,240.9240264892578,372.61077880859375,14.8800048828125,612.0,792.0,76,14,left,0.17647058823529413,0.3041970031430023,108.0,131.38922119140625,240.9240264892578,551.0759735107422,False,False,False,False,-15.112503051757812,2.3399810791015625,1.0,True,True,bold
2,5,1,"Fort Saint-Jean : Constructed in the 17th century, this fort guards the entrance to the",12.0,AdobeClean-Bold,True,False,False,108.0,300.3840026855469,420.91326904296875,14.879974365234375,612.0,792.0,87,15,left,0.17647058823529413,0.3792727306635693,108.0,83.08673095703125,300.3840026855469,491.6159973144531,False,False,True,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
2,6,1,"Le Panier : The oldest district in Marseille, Le Panier is a maze of narrow streets,",12.0,AdobeClean-Bold,True,False,False,108.0,359.7840270996094,397.63201904296875,14.879974365234375,612.0,792.0,84,16,left,0.17647058823529413,0.45427276148940576,108.0,106.36798095703125,359.7840270996094,432.2159729003906,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
2,7,1,"Château d'If : Commissioned by King Francis I in 1524, this fortress on the Île d'If",12.0,AdobeClean-Bold,True,False,False,108.0,419.18402099609375,399.24951171875,14.879974365234375,612.0,792.0,84,16,left,0.17647058823529413,0.5292727537829467,108.0,104.75048828125,419.18402099609375,372.81597900390625,False,False,True,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
2,8,1,"La Marseillaise : Marseille played a significant role during the French Revolution, and",12.0,AdobeClean-Bold,True,False,False,108.0,478.5840148925781,426.07183837890625,14.879974365234375,612.0,792.0,87,13,left,0.17647058823529413,0.6042727460764875,108.0,77.92816162109375,478.5840148925781,313.4159851074219,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
3,0,0,Nice: The Jewel of the French Riviera,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,193.29598999023438,14.784004211425781,612.0,792.0,37,7,left,0.11764705882352941,0.09093939655959005,72.0,346.7040100097656,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
