page_num,block_num,line_num,text,font_size,font_name,is_bold,is_italic,is_superscript,position_x,position_y,line_width,line_height,page_width,page_height,char_count,word_count,horizontal_position,relative_x,relative_y,distance_from_left,distance_from_right,distance_from_top,distance_from_bottom,is_all_caps,is_title_case,has_numbers,starts_with_number,space_above,space_below,font_size_ratio,is_largest_font,is_above_avg_font,preservation_reason
1,0,0,Ultimate Guide to Activities and Things to Do in the South of France,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,352.59600830078125,14.784004211425781,612.0,792.0,68,13,left,0.11764705882352941,0.09093939655959005,72.0,187.40399169921875,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,10.356010437011719,1.0,True,True,bold
1,1,0,Introduction,12.0,AdobeClean-Bold,True,False,False,72.0,97.16401672363281,67.71600341796875,14.784004211425781,612.0,792.0,12,1,left,0.11764705882352941,0.12268183929751618,72.0,472.28399658203125,97.16401672363281,694.8359832763672,False,True,False,False,10.356010437011719,10.2960205078125,1.0,True,True,bold
2,0,0,Coastal Adventures,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,103.89599609375,14.784004211425781,612.0,792.0,18,2,left,0.11764705882352941,0.09093939655959005,72.0,436.10400390625,72.02400207519531,719.9759979248047,False,True,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
2,2,0,Beach Hopping,12.0,AdobeClean-Bold,True,False,False,72.0,139.34400939941406,81.69598388671875,14.78399658203125,612.0,792.0,13,2,left,0.11764705882352941,0.175939405807341,72.0,458.30401611328125,139.34400939941406,652.6559906005859,False,True,False,False,10.32000732421875,11.791213989257812,1.0,True,True,bold
2,3,1,Nice : Visit the sandy shores and enjoy the vibrant Promenade des Anglais.,12.0,AdobeClean-Bold,True,False,False,108.0,164.48402404785156,372.4920349121094,14.8800048828125,612.0,792.0,74,13,left,0.17647058823529413,0.2076818485452671,108.0,131.50796508789062,164.48402404785156,627.5159759521484,False,False,False,False,-15.112503051757812,11.755142211914062,1.0,True,True,bold
2,4,1,Antibes : Relax on the pebbled beaches and explore the charming old town.,12.0,AdobeClean-Bold,True,False,False,108.0,189.68397521972656,380.5920104980469,14.8800048828125,612.0,792.0,73,13,left,0.17647058823529413,0.23949996871177595,108.0,123.40798950195312,189.68397521972656,602.3160247802734,False,False,False,False,-15.112503051757812,11.755203247070312,1.0,True,True,bold
2,5,1,Saint-Tropez : Experience the exclusive beach clubs and glamorous atmosphere.,12.0,AdobeClean-Bold,True,False,False,108.0,214.8839874267578,402.7920227050781,14.8800048828125,612.0,792.0,77,10,left,0.17647058823529413,0.271318165942876,108.0,101.20797729492188,214.8839874267578,577.1160125732422,False,False,False,False,-15.112503051757812,11.815200805664062,1.0,True,True,bold
2,6,1,Marseille to Cassis : Explore the stunning limestone cliﬀs and hidden coves of,12.0,AdobeClean-Bold,True,False,False,108.0,240.1439971923828,388.9907531738281,14.8800048828125,612.0,792.0,78,13,left,0.17647058823529413,0.30321211766715,108.0,115.00924682617188,240.1439971923828,551.8560028076172,False,False,False,False,-15.112503051757812,2.3399810791015625,1.0,True,True,bold
2,7,1,Îles d'Hyères : Discover pristine beaches and excellent snorkeling opportunities on,12.0,AdobeClean-Bold,True,False,False,108.0,282.4440002441406,413.71185302734375,14.879974365234375,612.0,792.0,83,11,left,0.17647058823529413,0.3566212124294705,108.0,90.28814697265625,282.4440002441406,509.5559997558594,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
2,8,1,Cannes : Enjoy the sandy beaches and luxury beach clubs along the Boulevard de la,12.0,AdobeClean-Bold,True,False,False,108.0,324.7440185546875,418.63818359375,14.879974365234375,612.0,792.0,81,15,left,0.17647058823529413,0.41003032645793874,108.0,85.36181640625,324.7440185546875,467.2559814453125,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
2,9,1,Menton : Visit the serene beaches and beautiful gardens in this charming town near,12.0,AdobeClean-Bold,True,False,False,108.0,367.10400390625,417.19818115234375,14.879974365234375,612.0,792.0,82,14,left,0.17647058823529413,0.46351515644728536,108.0,86.80181884765625,367.10400390625,424.89599609375,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
2,10,0,Water Sports,12.0,AdobeClean-Bold,True,False,False,72.0,409.4040222167969,69.93600463867188,14.78399658203125,612.0,792.0,12,2,left,0.11764705882352941,0.5169242704757536,72.0,470.0639953613281,409.4040222167969,382.5959777832031,False,True,False,False,10.320037841796875,11.791168212890625,1.0,True,True,bold
2,11,1,"Cannes, Nice, and Saint-Tropez : Try jet skiing or parasailing for a thrill.",12.0,AdobeClean-Bold,True,False,False,108.0,434.54400634765625,356.2919921875,14.879974365234375,612.0,792.0,76,13,left,0.17647058823529413,0.5486666746813842,108.0,147.7080078125,434.54400634765625,357.45599365234375,False,False,False,False,-15.11248779296875,11.755218505859375,1.0,True,True,bold
2,12,1,Toulon : Dive into the underwater world with scuba diving excursions to explore,12.0,AdobeClean-Bold,True,False,False,108.0,459.7440185546875,401.17327880859375,14.879974365234375,612.0,792.0,79,13,left,0.17647058823529413,0.5804848719124842,108.0,102.82672119140625,459.7440185546875,332.2559814453125,False,False,False,False,-15.11248779296875,2.34002685546875,1.0,True,True,bold
2,13,1,Cerbère-Banyuls : Visit the marine reserve for an unforgettable diving experience.,12.0,AdobeClean-Bold,True,False,False,108.0,502.0440368652344,410.531982421875,14.879974365234375,612.0,792.0,82,11,left,0.17647058823529413,0.6338939859409525,108.0,93.468017578125,502.0440368652344,289.9559631347656,False,False,False,False,-15.112457275390625,11.81524658203125,1.0,True,True,bold
2,14,1,Mediterranean Coast : Charter a yacht or join a sailing tour to explore the coastline,12.0,AdobeClean-Bold,True,False,False,108.0,527.3040161132812,415.99688720703125,14.8800048828125,612.0,792.0,85,15,left,0.17647058823529413,0.6657878991329309,108.0,88.00311279296875,527.3040161132812,264.69598388671875,False,False,False,False,-15.11248779296875,2.3399658203125,1.0,True,True,bold
2,15,1,Marseille : Go windsurfing or kitesurfing in the windy bays.,12.0,AdobeClean-Bold,True,False,False,108.0,569.60400390625,295.5119934082031,14.8800048828125,612.0,792.0,60,10,left,0.17647058823529413,0.7191969746291035,108.0,208.48800659179688,569.60400390625,222.39599609375,False,False,False,False,-15.11248779296875,11.7552490234375,1.0,True,True,bold
2,16,1,Port Grimaud : Rent a paddleboard and explore the canals of this picturesque village.,12.0,AdobeClean-Bold,True,False,False,108.0,594.8040161132812,427.0919189453125,14.8800048828125,612.0,792.0,85,14,left,0.17647058823529413,0.7510151718602036,108.0,76.9080810546875,594.8040161132812,197.19598388671875,False,False,False,False,-15.11248779296875,11.815185546875,1.0,True,True,bold
2,17,1,La Ciotat : Try snorkeling in the clear waters around the Île Verte.,12.0,AdobeClean-Bold,True,False,False,108.0,620.06396484375,325.2120056152344,14.8800048828125,612.0,792.0,68,13,left,0.17647058823529413,0.7829090465198864,108.0,178.78799438476562,620.06396484375,171.93603515625,False,False,False,False,-15.11248779296875,171.93603515625,1.0,True,True,bold
3,0,0,Cultural Experiences,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,109.59600830078125,14.784004211425781,612.0,792.0,20,2,left,0.11764705882352941,0.09093939655959005,72.0,430.40399169921875,72.02400207519531,719.9759979248047,False,True,False,False,72.02400207519531,10.35601806640625,1.0,True,True,bold
3,2,0,Art and Museums,12.0,AdobeClean-Bold,True,False,False,72.0,139.34400939941406,94.47598266601562,14.78399658203125,612.0,792.0,15,3,left,0.11764705882352941,0.175939405807341,72.0,445.5240173339844,139.34400939941406,652.6559906005859,False,False,False,False,10.32000732421875,11.791213989257812,1.0,True,True,bold
3,3,1,"Nice : Visit the Musée Matisse, dedicated to the works of Henri Matisse.",12.0,AdobeClean-Bold,True,False,False,108.0,164.48402404785156,356.4720153808594,14.8800048828125,612.0,792.0,72,13,left,0.17647058823529413,0.2076818485452671,108.0,147.52798461914062,164.48402404785156,627.5159759521484,False,False,False,False,-15.112503051757812,11.755142211914062,1.0,True,True,bold
3,4,1,"Antibes : Explore the Musée Picasso, housed in the Château Grimaldi.",12.0,AdobeClean-Bold,True,False,False,108.0,189.68397521972656,348.4320068359375,14.8800048828125,612.0,792.0,68,11,left,0.17647058823529413,0.23949996871177595,108.0,155.5679931640625,189.68397521972656,602.3160247802734,False,False,False,False,-15.112503051757812,11.755203247070312,1.0,True,True,bold
