page_num,block_num,line_num,text,font_size,font_name,is_bold,is_italic,is_superscript,position_x,position_y,line_width,line_height,page_width,page_height,char_count,word_count,horizontal_position,relative_x,relative_y,distance_from_left,distance_from_right,distance_from_top,distance_from_bottom,is_all_caps,is_title_case,has_numbers,starts_with_number,space_above,space_below,font_size_ratio,is_largest_font,is_above_avg_font,preservation_reason
1,1,0,Foundation Level Extensions,24.0,"Arial,Bold",True,False,False,139.3459930419922,244.84402465820312,340.01036071777344,26.760009765625,612.0,792.0,27,3,left,0.22768953111436632,0.3091464957805595,139.3459930419922,132.64364624023438,244.84402465820312,547.1559753417969,False,True,False,False,28.464004516601562,110.82598876953125,1.0,True,True,font_ratio
1,2,0,Version 1.0,12.0,Arial,False,False,False,275.69000244140625,382.4300231933594,64.12799072265625,13.379974365234375,612.0,792.0,11,2,middle,0.4504738601983762,0.48286619090070626,275.69000244140625,272.1820068359375,382.4300231933594,409.5699768066406,False,True,True,False,110.82598876953125,69.88998413085938,0.5,False,True,font_ratio
1,3,0,International Software Testing Qualifications Board,18.0,Arial,False,False,False,103.33999633789062,465.6999816894531,410.0758972167969,20.07000732421875,612.0,792.0,51,5,left,0.16885620316648794,0.5880050273856732,103.33999633789062,98.5841064453125,465.6999816894531,326.3000183105469,False,True,False,False,69.88998413085938,166.51620483398438,0.75,False,True,font_ratio
3,3,0,Revision History,15.960000038146973,"Arial,Bold",True,False,False,70.94400024414062,108.93620300292969,130.584716796875,17.79540252685547,612.0,792.0,16,2,left,0.11592156902637357,0.13754571086228495,70.94400024414062,410.4712829589844,108.93620300292969,683.0637969970703,False,True,False,False,38.69744110107422,12.714622497558594,0.6650000015894572,False,True,font_ratio
3,4,0,Version,9.960000038146973,"Arial,Bold",True,False,False,74.42400360107422,139.44622802734375,39.32208251953125,11.105392456054688,612.0,792.0,7,1,left,0.1216078490213631,0.17606846973149462,74.42400360107422,498.25391387939453,139.44622802734375,652.5537719726562,False,True,False,False,12.714622497558594,-11.105392456054688,0.4150000015894572,False,False,bold
3,4,1,Date,9.960000038146973,"Arial,Bold",True,False,False,146.4199981689453,139.44622802734375,24.372116088867188,11.105392456054688,612.0,792.0,4,1,left,0.23924836302115246,0.17606846973149462,146.4199981689453,441.2078857421875,139.44622802734375,652.5537719726562,False,True,False,False,-11.105392456054688,-11.105392456054688,0.4150000015894572,False,False,bold
3,4,2,Remarks,9.960000038146973,"Arial,Bold",True,False,False,278.69000244140625,139.44622802734375,44.909637451171875,11.105392456054688,612.0,792.0,7,1,center,0.45537582098268997,0.17606846973149462,278.69000244140625,288.4003601074219,139.44622802734375,652.5537719726562,False,True,False,False,-11.105392456054688,1.2545928955078125,0.4150000015894572,False,False,bold
4,0,0,..........................................................................................................................................,9.960000038146973,"Arial,Bold",True,False,False,151.81919860839844,144.7261962890625,383.7090606689453,11.105392456054688,612.0,792.0,138,1,left,0.24807058596143536,0.18273509632457385,151.81919860839844,76.47174072265625,144.7261962890625,647.2738037109375,False,False,False,False,144.7261962890625,6.2947540283203125,0.4150000015894572,False,False,bold
4,1,0,........................................................................................................................................,9.960000038146973,"Arial,Bold",True,False,False,157.3370361328125,162.1263427734375,378.191162109375,11.105392456054688,612.0,792.0,136,1,left,0.25708666034773286,0.20470497824928977,157.3370361328125,76.4718017578125,162.1263427734375,629.8736572265625,False,False,False,False,6.2947540283203125,6.4142608642578125,0.4150000015894572,False,False,bold
4,2,0,............................................................................,9.960000038146973,"Arial,Bold",True,False,False,322.97186279296875,179.64599609375,212.5682373046875,11.105392456054688,612.0,792.0,76,1,center,0.5277318019492954,0.22682575264362373,322.97186279296875,76.45989990234375,179.64599609375,612.35400390625,False,False,False,False,6.4142608642578125,6.4142608642578125,0.4150000015894572,False,False,bold
4,3,0,...............................................................,9.960000038146973,"Arial,Bold",True,False,False,358.8677062988281,197.1656494140625,176.64346313476562,11.105392456054688,612.0,792.0,63,1,middle,0.586385141011157,0.2489465270379577,358.8677062988281,76.48883056640625,197.1656494140625,594.8343505859375,False,False,False,False,6.4142608642578125,6.5337677001953125,0.4150000015894572,False,False,bold
