page_num,block_num,line_num,text,font_size,font_name,is_bold,is_italic,is_superscript,position_x,position_y,line_width,line_height,page_width,page_height,char_count,word_count,horizontal_position,relative_x,relative_y,distance_from_left,distance_from_right,distance_from_top,distance_from_bottom,is_all_caps,is_title_case,has_numbers,starts_with_number,space_above,space_below,font_size_ratio,is_largest_font,is_above_avg_font,preservation_reason
1,0,0,"The Ultimate South of France Travel Companion: Your Comprehensive Guide to Packing,",12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,460.537353515625,14.784004211425781,612.0,792.0,83,12,left,0.11764705882352941,0.09093939655959005,72.0,79.462646484375,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,2.3159713745117188,1.0,True,True,bold
1,0,1,"Planning, and Exploring",12.0,AdobeClean-Bold,True,False,False,72.0,89.12397766113281,127.416015625,14.784004211425781,612.0,792.0,23,3,left,0.11764705882352941,0.11253027482466264,72.0,412.583984375,89.12397766113281,702.8760223388672,False,False,False,False,2.3159713745117188,10.356010437011719,1.0,True,True,bold
1,1,0,Introduction,12.0,AdobeClean-Bold,True,False,False,72.0,114.26399230957031,67.71600341796875,14.78399658203125,612.0,792.0,12,1,left,0.11764705882352941,0.14427271756258878,72.0,472.28399658203125,114.26399230957031,677.7360076904297,False,True,False,False,10.356010437011719,10.356033325195312,1.0,True,True,bold
2,0,0,General Packing Tips and Tricks,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,167.07598876953125,14.784004211425781,612.0,792.0,31,5,left,0.11764705882352941,0.09093939655959005,72.0,372.92401123046875,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,11.791213989257812,1.0,True,True,bold
2,1,1,"Layering: The weather can vary, so pack layers to stay comfortable in diﬀerent",12.0,AdobeClean-Bold,True,False,False,108.0,97.16401672363281,395.1133728027344,14.8800048828125,612.0,792.0,78,13,left,0.17647058823529413,0.12268183929751618,108.0,108.88662719726562,97.16401672363281,694.8359832763672,False,False,False,False,-15.112503051757812,2.3399734497070312,1.0,True,True,bold
2,2,1,Versatile Clothing: Choose items that can be mixed and matched to create multiple,12.0,AdobeClean-Bold,True,False,False,108.0,139.46400451660156,422.59564208984375,14.8800048828125,612.0,792.0,81,13,left,0.17647058823529413,0.17609091479368885,108.0,81.40435791015625,139.46400451660156,652.5359954833984,False,False,False,False,-15.112503051757812,2.3399810791015625,1.0,True,True,bold
2,3,1,Packing Cubes: Use packing cubes to organize your clothes and maximize suitcase,12.0,AdobeClean-Bold,True,False,False,108.0,181.7639923095703,415.7532958984375,14.8800048828125,612.0,792.0,79,12,left,0.17647058823529413,0.2294999902898615,108.0,88.2467041015625,181.7639923095703,610.2360076904297,False,False,False,False,-15.112503051757812,2.3399810791015625,1.0,True,True,bold
2,4,1,Roll Your Clothes: Rolling clothes saves space and reduces wrinkles.,12.0,AdobeClean-Bold,True,False,False,108.0,224.1239776611328,345.0119934082031,14.8800048828125,612.0,792.0,68,10,left,0.17647058823529413,0.28298482027920807,108.0,158.98800659179688,224.1239776611328,567.8760223388672,False,False,False,False,-15.112503051757812,11.755203247070312,1.0,True,True,bold
2,5,1,Travel-Sized Toiletries: Bring travel-sized toiletries to save space and comply with,12.0,AdobeClean-Bold,True,False,False,108.0,249.32398986816406,413.41070556640625,14.879989624023438,612.0,792.0,84,11,left,0.17647058823529413,0.31480301751030815,108.0,90.58929443359375,249.32398986816406,542.6760101318359,False,False,False,False,-15.112503051757812,2.339996337890625,1.0,True,True,bold
2,6,1,"Reusable Bags: Pack a few reusable bags for laundry, shoes, or shopping.",12.0,AdobeClean-Bold,True,False,False,108.0,291.6240234375,369.3119812011719,14.879974365234375,612.0,792.0,72,12,left,0.17647058823529413,0.36821215080492425,108.0,134.68801879882812,291.6240234375,500.3759765625,False,False,False,False,-15.11248779296875,11.815185546875,1.0,True,True,bold
