page_num,block_num,line_num,text,font_size,font_name,is_bold,is_italic,is_superscript,position_x,position_y,line_width,line_height,page_width,page_height,char_count,word_count,horizontal_position,relative_x,relative_y,distance_from_left,distance_from_right,distance_from_top,distance_from_bottom,is_all_caps,is_title_case,has_numbers,starts_with_number,space_above,space_below,font_size_ratio,is_largest_font,is_above_avg_font,preservation_reason
1,0,0,A Comprehensive Guide to Traditions and Culture in the South of France,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,376.1759338378906,14.784004211425781,612.0,792.0,70,12,left,0.11764705882352941,0.09093939655959005,72.0,163.82406616210938,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,10.356010437011719,1.0,True,False,bold
1,1,0,Introduction,12.0,AdobeClean-Bold,True,False,False,72.0,97.16401672363281,67.71600341796875,14.784004211425781,612.0,792.0,12,1,left,0.11764705882352941,0.12268183929751618,72.0,472.28399658203125,97.16401672363281,694.8359832763672,False,True,False,False,10.356010437011719,10.29595947265625,1.0,True,False,bold
2,0,0,Language and Literature,12.0,AdobeClean-Bold,True,False,False,72.0,72.02400207519531,129.635986328125,14.784004211425781,612.0,792.0,23,3,left,0.11764705882352941,0.09093939655959005,72.0,410.364013671875,72.02400207519531,719.9759979248047,False,False,False,False,72.02400207519531,10.356010437011719,1.0,True,False,bold
2,1,0,Provençal Language,12.0,AdobeClean-Bold,True,False,False,72.0,97.16401672363281,107.79598999023438,14.784004211425781,612.0,792.0,18,2,left,0.11764705882352941,0.12268183929751618,72.0,432.2040100097656,97.16401672363281,694.8359832763672,False,True,False,False,10.356010437011719,10.2960205078125,1.0,True,False,bold
2,3,0,Literature and Poetry,12.0,AdobeClean-Bold,True,False,False,72.0,215.78395080566406,113.916015625,14.78399658203125,612.0,792.0,21,3,left,0.11764705882352941,0.27245448334048494,72.0,426.083984375,215.78395080566406,576.2160491943359,False,False,False,False,10.3800048828125,10.296035766601562,1.0,True,False,bold
2,6,0,Festivals and Celebrations,12.0,AdobeClean-Bold,True,False,False,72.0,359.4840087890625,138.21600341796875,14.78399658203125,612.0,792.0,26,3,left,0.11764705882352941,0.45389395049124054,72.0,401.78399658203125,359.4840087890625,432.5159912109375,False,False,False,False,35.460052490234375,10.35601806640625,1.0,True,False,bold
2,7,0,Carnival of Nice,12.0,AdobeClean-Bold,True,False,False,72.0,384.6240234375,84.45599365234375,14.78399658203125,612.0,792.0,16,3,left,0.11764705882352941,0.4856363932291667,72.0,455.54400634765625,384.6240234375,407.3759765625,False,False,False,False,10.35601806640625,10.355987548828125,1.0,True,False,bold
2,9,0,Fête de la Musique,12.0,AdobeClean-Bold,True,False,False,71.99998474121094,503.2440490722656,100.53599548339844,14.783966064453125,612.0,792.0,18,4,left,0.11764703389086754,0.6354091528690222,71.99998474121094,439.4640197753906,503.2440490722656,288.7559509277344,False,False,False,False,10.380035400390625,10.2960205078125,1.0,True,False,bold
2,11,0,Transhumance Festivals,12.0,AdobeClean-Bold,True,False,False,71.99996948242188,604.7640380859375,126.57598876953125,14.78399658203125,612.0,792.0,22,2,left,0.11764700895820568,0.763590957179214,71.99996948242188,413.4240417480469,604.7640380859375,187.2359619140625,False,True,False,False,10.3800048828125,10.2960205078125,1.0,True,False,bold
3,2,0,Traditional Sports and Games,12.0,AdobeClean-Bold,True,False,False,72.0,139.34400939941406,156.75601196289062,14.78399658203125,612.0,792.0,28,4,left,0.11764705882352941,0.175939405807341,72.0,383.2439880371094,139.34400939941406,652.6559906005859,False,False,False,False,35.46002197265625,10.35601806640625,1.0,True,False,bold
